Produit;valeur energetique KJ);quantité d’acides gras satures (g);quantite de sucres (g);quantite de Sodium (mg/g);quantite de proteines (g);quantite de Fibres (g);teneur en Fruits/Legumes/Fruits a coques;Score issue de nutri Score;label nutri Score;Green label;green score;Bio or no;Nombre d'aditif;URL
Bebida de avena calcio – Vemondo – 1 l;196;0.1;6.3;0.28;1.4;0.2;0.0;7.0;d;b;63.0;Non;1;https://world.openfoodfacts.org/product/20659318/bebida-de-avena-calcio-vemondo
Pain de mie au céréales et aux graines – Jacquet – 550 g;1142;0.6;4.3;3.92;10.0;5.4;1.55;1.0;b;a;80.0;Non;0;https://world.openfoodfacts.org/product/3029330067047/pain-de-mie-au-cereales-et-aux-graines-jacquet
Riz pour risotto – Taureau Ailé – 500 g;1494;0.2;0.2;0.04;7.4;1.1;0.0;0.0;b;e;24.0;Non;0;https://world.openfoodfacts.org/product/3038354586403/risotto-taureau-aile
Riz Méditerranéen de Camargue – Taureau Ailé – 1 kg;1490;0.2;0.5;0.4;7.4;1.1;0.0;0.0;b;d;35.0;Non;0;https://world.openfoodfacts.org/product/3038359005626/riz-mediterraneen-de-camargue-taureau-aile
tartines craquantes riz châtaigne – Céréal Bio – 145 g;1573;0.3;7.2;1.28;6.9;3.6;0.0;4.0;c;a;94.0;Oui;0;https://world.openfoodfacts.org/product/3175681085602/tartines-craquantes-riz-chataigne-cereal-bio
Pains au lait format familial – Brioche Pasquier – 700 g  (2 x 350 g);1485;4.0;11.0;4.4;8.6;3.5;4.34375;14.0;d;b;67.0;Non;2;https://world.openfoodfacts.org/product/3256540000704/bread-with-milk-brioche-pasquier
Quinoa poulet et sésame – Jardin bio, Léa Nature – 250 g;731;1.2;3.0;2.8000000000000003;6.9;6.5;33.85;0.0;a;c;48.0;Oui;0;https://world.openfoodfacts.org/product/3478820003193/quinoa-poulet-sesame-jardin-bio
Flocons d'avoine – Auchan – 0.5 kg;1566;1.3;0.7;0.08;14.0;10.0;0.0;-5.0;a;a;85.0;Non;0;https://world.openfoodfacts.org/product/3596710443673/flocons-d-avoine-auchan
All-bran choco – Kellogg's – 375 g;1651;4.5;19.0;0.2;10.0;10.0;0.0;8.0;c;e;25.0;Non;3;https://world.openfoodfacts.org/product/5053827139335/all-bran-choco-kellogg-s
Chocapic original – Nestlé, Chocapic – 430Gr;1626;2.0;22.4;0.8799999999999999;8.8;7.5;0.0;7.0;c;d;30.0;Non;1;https://world.openfoodfacts.org/product/8410100026312/chocapic-nestle
Cocktail Mezcla – Hacendado – 300 g;2080;2.9;6.8;6.69;14.8;7.9;36.1111111111111;12.0;d;d;38.0;Non;3;https://world.openfoodfacts.org/product/8480000342317/cocktail-mezcla-hacendado
Pain de mie au ble complet – Bio Village, Marque Repère – 500g;1150;0.4;5.2;4.4;8.4;4.6;5.0;4.0;c;a;95.0;Oui;0;https://world.openfoodfacts.org/product/3564707148450/pain-de-mie-au-ble-complet-bio-village
Harrys pain de mie 100% mie complet sans croute sans sucres ajoutés – Harrys – 500 g;1015;0.3;3.0;4.4;8.5;7.4;7.64843749999999;1.0;b;a;79.0;Non;0;https://world.openfoodfacts.org/product/3228857001521/harrys-pain-de-mie-100-mie-complet-sans-croute-sans-sucres-ajoutes
Galettes de maïs bio – sondey – 130g;1579;0.2;0.3;2.0;7.6;2.6;0.0;3.0;c;a;78.0;Oui;0;https://world.openfoodfacts.org/product/4056489750673/bio-galettes-de-mais-sondey
Torsades au blé complet – Marque Repère, Turini – 500 g;1426;0.5;3.0;0.0;11.0;7.5;0.0;-5.0;a;b;67.0;Non;0;https://world.openfoodfacts.org/product/3564700674031/torsades-au-ble-complet-marque-repere
Lustucru quinoa facile – Lustucru – 300 g;1506;0.5;1.8;0.1;14.0;9.0;0.0;-9.0;a;d;31.0;Non;0;https://world.openfoodfacts.org/product/3038359003202/lustucru-quinoa-facile
Cracotte Fraise – Lu, Mondelez – 200 g;1583;2.3;33.0;1.36;5.0;1.7;5.4;16.0;d;b;73.0;Non;7;https://world.openfoodfacts.org/product/3041090061646/strawberry-cracker-lu
Pain 100% mie complet – Harrys – 650 g;1053;0.4;4.3;4.36;7.2;7.1;18.249696969697;3.0;c;a;83.0;Non;0;https://world.openfoodfacts.org/product/3228850008138/pain-100-mie-complet-harrys
Krounchy chocolat – Grillon d'or – 1 kg;1855;2.4;18.0;0.04;9.0;7.2;3.5;8.0;c;a;87.0;Oui;0;https://world.openfoodfacts.org/product/3421557110313/krounchy-chocolat-grillon-d-or
Pipers Burrow Hill Cider Vinegar & Sea Salt Crisps – Pipers, Pipers Crisp Co – 40 g;2184;3.0;2.7;8.52;5.2;3.3;0.0;17.0;d;b;68.0;Non;1;https://world.openfoodfacts.org/product/5033060100156/pipers-burrow-hill-cider-vinegar-sea-salt-crisps
Céréales Trésor Kellogg's Chocolat Lait - 1kg – Kellogg's, Trésor – 1000 g;1854;4.8;29.0;3.8;7.1;3.2;0.8125;20.0;e;e;20.0;Non;7;https://world.openfoodfacts.org/product/5050083542411/cereales-tresor-kellogg-s-chocolat-lait-1kg
Biscottes sans sel ajouté – Carrefour – 300 g;1694;0.6;7.3;0.04;12.0;3.9;0.0;2.0;b;a;76.0;Non;1;https://world.openfoodfacts.org/product/5400101201712/rusks-no-added-salt-carrefour
ORIGINAL au seigle – wasa – 205g;1415;0.4;1.0;0.0;9.0;19.0;0.0;-4.0;a;a;90.0;Non;0;https://world.openfoodfacts.org/product/7300400118118/original-wasa
Panecillos 100% Integral de Trigo – Hacendado – 300g;1610;0.8;4.0;0.0;13.3;10.3;0.0;-5.0;a;b;72.0;Non;0;https://world.openfoodfacts.org/product/8480000134455/pan-integral-hacendado
Beau & bon seigle – Harry's – 320 g;1229;0.7;5.0;3.92;10.0;6.5;2.5599609375;0.0;a;b;73.0;Non;0;https://world.openfoodfacts.org/product/3228857001811/beau-bon-seigle-harry-s
Patatas fritas 0% sal – Hacendado – 130g;2269;4.5;0.5;0.044;7.1;4.8;33.0;6.0;c;b;73.0;Non;0;https://world.openfoodfacts.org/product/8480000053985/patatas-0-sal-hacendado
Pain Campagnard aux graines – Schär – 250 g;1645;0.6;4.4;7.199999999999999;3.9;8.5;0.45;8.0;c;a;81.0;Non;1;https://world.openfoodfacts.org/product/06175019/pain-campagnard-aux-graines-schar
Tagliatelles aux œufs frais – Lustucru – 360 g;1189;0.6;3.4;0.2;10.0;2.3;0.0;-1.0;a;b;70.0;Non;0;https://world.openfoodfacts.org/product/3240931546353/tagliatelles-aux-oeufs-frais-lustucru
Couscous Grain Moyen – Ferrero – 1 kg;1546;0.4;3.0;0.0;12.0;3.4;0.0;-1.0;a;b;70.0;Non;0;https://world.openfoodfacts.org/product/3223920620128/couscous-grain-moyen-ferrero
Tartines bio craquantes multi-céréales sans gluten – Le pain des fleurs, ekibio – 150 g;1624;0.6;1.0;2.08;9.8;3.0;0.0;2.0;b;a;95.0;Oui;0;https://world.openfoodfacts.org/product/3380380068539/tartines-bio-craquantes-multi-cereales-sans-gluten-le-pain-des-fleurs
Biscottes Blé complet – Carrefour – 300 g;1543;0.5;5.5;6.0;12.0;12.0;1.96944444444444;7.0;c;a;89.0;Non;0;https://world.openfoodfacts.org/product/3560070823291/biscottes-ble-complet-carrefour
Pain de mie grandes tranches nature sans sucres ajoutés 500G – Bien – 500 g;1206;0.6;2.4;4.4;7.6;3.5;0.0;4.0;c;a;95.0;Oui;1;https://world.openfoodfacts.org/product/3760049794380/pain-de-mie-grandes-tranches-nature-sans-sucres-ajoutes-500g-bien
8 Pains au lait frais Bio à la farine complète 280g – la boulangère – 280 g;1507;1.2;11.0;3.6;9.4;4.2;0.0;10.0;c;a;82.0;Oui;0;https://world.openfoodfacts.org/product/3760049798616/8-pains-au-lait-frais-bio-a-la-farine-complete-280g-la-boulangere
Pasta de sésamo tahini – Hacendado – 1pcs;2932;10.1;1.4;0.16;24.9;3.4;0.0;17.0;d;d;31.0;Non;0;https://world.openfoodfacts.org/product/8480000174413/pasta-de-sesamo-tahini-hacendado
Muesli Crunchy Chocolat Noir Noisettes Grillées – Lidl – 500 g;1911;4.9;16.3;40.0;10.1;8.0;5.01007080078125;28.0;e;c;45.0;Non;2;https://world.openfoodfacts.org/product/4056489817611/muesli-crunchy-chocolat-noir-noisettes-grillees-lidl
Palitos frutos secos – Hacendado – 130g;2037;2.6;2.7;12.0;13.0;4.3;4.1;20.0;e;b;74.0;Non;1;https://world.openfoodfacts.org/product/8480000133724/palitos-frutos-secos-hacendado
8 Pains au chocolat pur beurre 400g – La Boulangère – 400 g;1725;14.0;15.0;3.2;6.8;3.8;0.0;21.0;e;c;49.0;Non;1;https://world.openfoodfacts.org/product/3284230004015/8-pains-au-chocolat-pur-beurre-400g-la-boulangere
8 Pains au lait – Carrefour BIO, Carrefour – 280 g;1503;1.0;13.0;4.4;8.7;2.0;8.1;12.0;d;a;82.0;Oui;1;https://world.openfoodfacts.org/product/3560070370436/8-pains-au-lait-carrefour-bio
Crunchy Chocolat noir intense – Carrefour, Carrefour Sensation – 500 g;1851;3.8;19.0;0.4;10.0;9.0;0.0;8.0;c;b;67.0;Non;2;https://world.openfoodfacts.org/product/3560071013035/crunchy-chocolat-noir-intense-carrefour
Tomate – Hacendado – 170 g;2181;3.4;5.0;4.8;8.6;3.1;0.4;14.0;d;a;77.0;Non;0;https://world.openfoodfacts.org/product/8480000821904/tomate-hacendado
Grissini artigianali – ITAL PASSION – 250 g;1997;2.1;2.1;6.4;13.0;6.6;0.0;10.0;c;a;86.0;Non;0;https://world.openfoodfacts.org/product/3760077537249/grissini-artigianali-ital-passion
Céréales Muesli croustillant fruits rouges sachet 350g – U, U Bio – 350 g;1620;1.3;21.0;0.6;8.8;7.9;4.7;6.0;c;a;87.0;Oui;1;https://world.openfoodfacts.org/product/3256228686572/cereales-muesli-croustillant-fruits-rouges-sachet-350g-u
22 TRANCHES SANS CROUTE Nature Sans Sucres Ajoutés – Jacquet – 475 g;1117;0.4;5.5;4.4;9.3;4.2;3.46153846153846;4.0;c;a;87.0;Non;6;https://world.openfoodfacts.org/product/3029330068549/22-tranches-sans-croute-nature-sans-sucres-ajoutes-jacquet
Gnocchi à poeler – Lustucru selection – 300 g;823;0.8;1.5;5.2;5.9;2.4;6.45555555555556;6.0;c;a;76.0;Non;1;https://world.openfoodfacts.org/product/3240931531090/gnocchi-a-poeler-lustucru-selection
Chips à l'Ancienne nature – CMI (Carrefour Marchandises Internationales), Carrefour, Carrefour Original, Groupe Carrefour – 150 g;2301;3.0;0.5;3.6;5.5;4.9;0.0;10.0;c;a;82.0;Non;0;https://world.openfoodfacts.org/product/3245414649309/chips-a-l-ancienne-nature-cmi-carrefour-marchandises-internationales
P'tit déj bio céréales et chocolat – Le Moulin du Pivert – 190g;2078;7.1;24.0;1.7599999999999998;7.1;6.5;0.0;17.0;d;b;74.0;Oui;2;https://world.openfoodfacts.org/product/3268350120558/p-tit-dej-bio-chocolat-le-moulin-du-pivert
Maïs – Carrefour, Carrefour Classic' – 300 g;325;0.3;5.5;1.04;2.6;2.8;76.9230769230769;1.0;b;a;89.0;Non;0;https://world.openfoodfacts.org/product/3560071006822/mais-doux-carrefour
Pipers Lye Cross Cheddar & Onion Crisps – Pipers – 40 g;2227;3.5;1.5;6.2;6.2;3.3;0.0;15.0;d;b;68.0;Non;1;https://world.openfoodfacts.org/product/5033060100149/pipers-lye-cross-cheddar-onion-crisps
Granola au chocolat et framboises – One Day More – 450g;1710;2.2;10.1;0.0;12.5;10.2;1.59375;0.0;a;a;77.0;Non;1;https://world.openfoodfacts.org/product/5902884465959/chocolate-and-raspberry-granola-one-day-more
Biscottes à la farine complète sans sucres ajoutés – Auchan – 0.3 kg;1671;0.5;3.4;6.0;14.0;7.0;5.83333333333333;7.0;c;a;88.0;Non;1;https://world.openfoodfacts.org/product/3596710508594/biscottes-a-la-farine-complete-sans-sucres-ajoutes-auchan
100% mie nature – Harrys – 475 g;1125;0.4;7.7;4.4;7.0;3.8;4.40000000000003;7.0;c;b;70.0;Non;0;https://world.openfoodfacts.org/product/3228857001965/100-mie-nature-harrys
Tastino – 8 tortillas 320g;1245;1.4;1.9;3.5;9.7;9.8;0.0;-1.0;a;a;78.0;Non;9;https://world.openfoodfacts.org/product/4056489749516/tortilla-tortilha-100-cereal-integral-tastino
Farine de blé suprême – Francine – 1000;1400;0.2;0.7;0.0;8.4;4.0;0.0;0.0;a;a;111.0;Oui;0;https://world.openfoodfacts.org/product/3068110703232/farine-de-ble-supreme-francine
Biscottes complètes x36 - BIO – Chabrior, Faissole, Intermarché – 300 g;1574;0.5;5.5;5.2;15.0;9.2;0.0;6.0;c;a;109.0;Oui;1;https://world.openfoodfacts.org/product/3250391774081/biscottes-completes-x36-bio-chabrior
Flocons d'avoine complets – Terres & Céréales Bio – 1 kg;1564;1.3;1.0;0.04;12.0;10.0;0.0;-4.0;a;a;86.0;Oui;0;https://world.openfoodfacts.org/product/3421557910210/terres-cereales-bio
Le Gourmand Céréales et Graines – Carrefour – 500 g;1221;0.7;4.4;3.96;10.0;3.9;1.05;3.0;c;a;75.0;Non;3;https://world.openfoodfacts.org/product/3560070877546/le-gourmand-cereales-et-graines-carrefour
Déli Matin allégé de 30% en sucres aux pépites de chocolat – Marque Repère, P'tit Déli – 300 g;1865;4.9;16.0;3.2;8.2;5.1;0.0;14.0;d;d;31.0;Non;6;https://world.openfoodfacts.org/product/3564700438244/deli-matin-allege-de-30-en-sucres-aux-pepites-de-chocolat-marque-repere
Riz complet – Marque Repère, Comptoir du Grain – 500 g;1525;0.5;0.5;0.0;7.7;2.9;0.0;-1.0;b;d;35.0;Non;0;https://world.openfoodfacts.org/product/3564700444207/riz-complet-marque-repere
Céréales Trésor Kellogg's Chocolat Noisettes – Kellogg's – 750 g;1838;3.5;26.0;4.4;7.0;3.5;2.58333333333333;19.0;e;e;20.0;Non;5;https://world.openfoodfacts.org/product/5053827199469/tresor-kellogg-s
avena barista – Yosoy – 1 Litre;260;30.9;4.7;0.48;1.2;0.6;19.0;18.0;e;b;63.0;Non;0;https://world.openfoodfacts.org/product/8423352106947/oat-milk-yosoy
Carrefour Bio Galettes de Maïs Salées – Carrefour BIO – 120 g;1633;0.0;0.6;1.12;6.5;1.5;0.0;3.0;c;b;69.0;Oui;0;https://world.openfoodfacts.org/product/3560071469672/galettes-de-mais-carrefour-bio
Choco Shells – Crownfield – 500 g;1594;1.1;22.4;1.16;9.6;8.3;0.0;7.0;c;c;50.0;Oui;0;https://world.openfoodfacts.org/product/20067274/choco-shells-crownfield
Grand Mie 7 céréales – Chabrior, Intermarché – 550g;1152;0.7;4.9;5.2;10.3;4.9;2.4;4.0;c;a;78.0;Non;0;https://world.openfoodfacts.org/product/3250390758075/grand-mie-7-cereales-chabrior
SAINT ELOI riz complet cuisson 10 mn étui 500gr – Saint Eloi – 500 g;1513;0.4;0.0;0.04;7.7;2.5;0.0;-2.0;b;e;26.0;Non;0;https://world.openfoodfacts.org/product/3250391418107/saint-eloi-riz-complet-cuisson-10-mn-etui-500gr
Cœur mie complet 500g – Chabrior, intermarché – 500 g;964;0.3;5.2;4.4;8.6;6.1;2.8;2.0;b;a;83.0;Non;1;https://world.openfoodfacts.org/product/3250391785216/coeur-mie-complet-500g-chabrior
Céréales Muesli croustillant aux 4 noix paquet de 500g – U – 500 g;2001;2.9;14.0;1.92;11.0;6.5;16.5;8.0;c;b;67.0;Non;2;https://world.openfoodfacts.org/product/3256220394079/cereales-muesli-croustillant-aux-4-noix-paquet-de-500g-u
Quinotto Légumes verts Parmesan – Jardin bio – 220 g;553;1.4;2.5;2.8000000000000003;7.6;3.1;30.296484375;7.0;c;d;43.0;Oui;0;https://world.openfoodfacts.org/product/3456300005837/quinotto-legumes-verts-parmesan-jardin-bio
Galettes riz complet – Bio Village, Marque Repère – 130 g;1670;0.6;0.5;1.0;8.4;2.8;0.0;2.0;b;b;68.0;Oui;0;https://world.openfoodfacts.org/product/3564707001236/bio-village-galettes-riz-complet
Tartines craquantes avoine – Jardin bio, Léa Nature – 150 g;1567;0.8;0.6;3.08;9.6;5.8;0.0;1.0;b;a;95.0;Oui;0;https://world.openfoodfacts.org/product/3760020509521/tartines-craquantes-avoine-jardin-bio
Harina Fina de Maíz – Maizena,Unilever – 400 g;1487;0.1;0.0;0.04;0.5;1.0;0.0;4.0;c;a;77.0;Non;0;https://world.openfoodfacts.org/product/8711100080060/harina-fina-de-maiz-maizena
6 Wraps – Carrefour Sensation – 370 g;1399;0.9;1.3;5.2;9.3;3.0;7.72727272727273;7.0;c;a;78.0;Non;7;https://world.openfoodfacts.org/product/3560070386352/wraps-carrefour-sensation
Wrap – Epi d'Or – 330 g;1383;0.9;3.2;3.6;9.4;2.3;7.2;5.0;c;a;87.0;Non;4;https://world.openfoodfacts.org/product/3564700816479/wrap-de-poulet-et-bacon-sauce-au-poivre-epi-d-or
Pain grillé au blé complet – Bio Village, Marque Repère – 250 g (x12);1624;0.5;4.4;5.6000000000000005;11.0;7.2;0.0;7.0;c;a;96.0;Oui;1;https://world.openfoodfacts.org/product/3564707084062/pain-grille-au-ble-complet-bio-village
NESTLE CHOKELLA Céréales 350g​ – Nestlé, Chokella – 350 g;1738;1.0;24.3;2.68;6.7;5.4;2.0;12.0;d;d;44.0;Non;3;https://world.openfoodfacts.org/product/5900020006226/nestle-chokella-cereales-350g
Pan tostado ajo y perejil – Hacendado – 170 g;2275;3.6;1.8;7.199999999999999;8.2;2.5;5.66979166666667;17.0;d;a;77.0;Non;1;https://world.openfoodfacts.org/product/8480000821997/ajo-y-perejil-hacendado
Grany - Envie de nuts – LU – 120 g;858;3.1;9.7;1.12;6.2;4.2;62.6051136363636;4.0;c;e;23.0;Non;5;https://world.openfoodfacts.org/product/7622201464103/grany-envie-de-nuts-lu
Flocons d'avoine complete – Carrefour – 500 g;1530;1.2;1.1;0.0;12.0;11.0;0.0;-4.0;a;b;68.0;Non;0;https://world.openfoodfacts.org/product/3560071478643/flocons-d-avoine-complete-carrefour
Gnocchi à poêler roll 300g – Lustucru,Lustucru selection – 300 g;834;0.4;2.2;4.4;5.3;2.1;5.0;5.0;c;a;82.0;Non;0;https://world.openfoodfacts.org/product/3240931546667/gnocchi-a-poeler-roll-300g-lustucru
American Sandwich Nature – Harrys – 825 g;1172;0.4;7.7;4.4;7.6;3.9;4.40000000000003;6.0;c;a;79.0;Non;0;https://world.openfoodfacts.org/product/3228857000845/american-sandwich-nature-harrys
Ravioli vegetariens – Carrefour BIO, Carrefour – 650 g;360;0.1;3.7;3.3200000000000003;2.4;1.5;18.3933771306818;6.0;c;a;82.0;Oui;0;https://world.openfoodfacts.org/product/3270190174349/ravioli-vegetariens-carrefour-bio
Chocapic 🍫 strong In Chocolaté 🍫 – Nestlé, Chocapic – 150 g;1658;5.2;22.9;1.4;6.3;5.3;0.0;13.0;d;c;55.0;Non;4;https://world.openfoodfacts.org/product/3387390406849/nestle-chocapic-breakfast-cereal-bar-x6-150g-5-3oz
Lentilles cuisinées aux petits légumes – Jardin bio, Jardin bio logique – 400 g;318;0.2;0.7;2.84;5.7;3.5;24.5485272815065;3.0;c;a;108.0;Oui;0;https://world.openfoodfacts.org/product/3478820023757/lentilles-cuisinees-aux-petits-legumes-jardin-bio
4 Baguettes viennoises complètes sans sucres ajoutés 340g – La Boulangère – 340 g;1319;1.5;3.6;3.4399999999999995;13.0;6.4;5.7125;0.0;a;a;77.0;Non;1;https://world.openfoodfacts.org/product/3760049790672/4-baguettes-viennoises-completes-sans-sucres-ajoutes-340g-la-boulangere
NESTLE LION Céréales 1,05 kg – Nestlé, Lion – 1050 g;1711;1.1;24.5;1.6;8.1;7.0;0.0;10.0;c;d;40.0;Non;1;https://world.openfoodfacts.org/product/7613035544482/nestle-lion-cereales-1-05-kg
Arroz – SOS – 1 kg ℮;1489;0.4;0.0;0.0;7.3;1.3;0.0;1.0;b;e;26.0;Non;0;https://world.openfoodfacts.org/product/8410830001016/arroz-sos
Tartines craquantes sarrasin – Carrefour BIO, Carrefour – 150 g (2 x 75 g);1559;1.0;2.7;1.44;12.0;4.2;0.0;-1.0;a;a;91.0;Oui;0;https://world.openfoodfacts.org/product/3560071251871/tartines-craquantes-sarrasin-carrefour-bio
Muesli Croustillant Chocolat Proteines – TERRES & CÉRÉALES BIO – 500 g;1762;2.2;14.0;0.08;15.0;9.8;27.5;-1.0;a;a;87.0;Oui;0;https://world.openfoodfacts.org/product/3421557921148/muesli-croustillant-chocolat-proteines-terres-cereales-bio
Muesli Crunchy chocolat noir et noisettes grillées – Crownfield, Lidl – 500 g;2025;4.3;21.4;2.48;9.0;6.9;5.0;15.0;d;b;66.0;Non;3;https://world.openfoodfacts.org/product/4056489526872/muesli-crunchy-chocolat-noir-et-noisettes-grillees-crownfield
Biscuits Nature – Carrefour – 300 g;1662;0.7;6.5;4.4;11.0;4.0;3.11111111111111;5.0;c;a;91.0;Non;1;https://world.openfoodfacts.org/product/3245412589980/rusks-plain-carrefour
Biscottes sans sel x36 – Chabrior – 300 g;1651;0.3;7.5;0.04;12.0;4.8;3.6;0.0;a;a;89.0;Non;1;https://world.openfoodfacts.org/product/3250390005650/biscottes-sans-sel-x36-chabrior
Poêlée de gnocchis (tomates, mozzarella) – Picard – 900 g;671;1.4;8.4;2.4;5.2;2.7;32.7652919501134;5.0;c;a;86.0;Non;1;https://world.openfoodfacts.org/product/3270160860333/poelee-de-gnocchis-tomates-mozzarella-picard
Petits pains grillés aux céréales – Carrefour BIO, Carrefour – 225 g;1703;1.0;4.2;4.8;12.0;4.7;0.0;9.0;c;a;102.0;Oui;1;https://world.openfoodfacts.org/product/3270190191377/petits-pains-grilles-aux-cereales-carrefour-bio
Muesli croustillant fruits rouges – Terres et Céréales – 500g;1834;3.1;20.0;0.24;9.2;8.9;3.5;8.0;c;a;87.0;Oui;0;https://world.openfoodfacts.org/product/3421557501692/muesli-croustillant-fruits-rouges-terres-et-cereales
Céréales cœur fondant – Carrefour BIO,Carrefour – 375 g;1763;2.7;29.0;1.52;9.2;7.2;5.3;12.0;d;c;50.0;Oui;1;https://world.openfoodfacts.org/product/3560070800209/cereales-coeur-fondant-carrefour-bio
Muesli chocolat noir et graines de lin – Jardin Bio étic, Jardin bio, Léa Nature – 375 g;1668;3.3;11.0;0.12;11.0;11.0;0.0;1.0;b;a;87.0;Oui;0;https://world.openfoodfacts.org/product/3760020503833/muesli-chocolat-noir-et-graines-de-lin-jardin-bio-etic
Tartines craquantes sarrasin – Jardin bio, Léa Nature – 300 g;1532;0.7;1.0;2.28;11.0;4.5;0.0;0.0;a;a;95.0;Oui;0;https://world.openfoodfacts.org/product/3760020508982/tartines-craquantes-sarrasin-jardin-bio
Lait avoine original - Boisson biologique à base d'avoine – Isola Bio – 1l;215;0.2;4.2;0.32;1.0;1.0;0.0;7.0;d;a;76.0;Oui;0;https://world.openfoodfacts.org/product/8023678161363/organic-oat-drink-isola-bio
Riz étuvé cuisson rapide – Golden Sun – 1 kg;1485;0.3;0.4;0.04;7.0;2.0;0.0;1.0;b;e;26.0;Non;0;https://world.openfoodfacts.org/product/4056489102847/riz-long-grain-golden-sun
Poêlée lég & céréales - Butternut – Bonduelle – 600 g;372;0.9;2.7;2.96;3.9;3.2;54.0;1.0;b;a;78.0;Non;0;https://world.openfoodfacts.org/product/3083681105247/poelee-leg-cereales-butternut-bonduelle
Les Fourrées  -  Beurre de Cacahuète & Cacao – Funkie – 250 g;1846;3.0;13.0;0.52;13.0;6.0;31.0;2.0;b;c;49.0;Oui;0;https://world.openfoodfacts.org/product/3770008009882/les-fourrees-beurre-de-cacahuete-cacao-funkie
Maïs SSA 1/4 x3 – Bonduelle – 420 g;320;0.2;6.3;1.12;2.9;2.8;100.0;-2.0;b;a;76.0;Non;0;https://world.openfoodfacts.org/product/3083681127430/mais-ssa-1-4-x3-bonduelle
Pan de molde integral sin corteza – Hacendado – 450 g;879;0.4;2.5;4.0;9.2;6.9;0.0;-1.0;a;a;75.0;Non;5;https://world.openfoodfacts.org/product/8480000236432/pan-integral-sin-corteza-hacendado
Brioche tranchee au skyr 450g – La Boulangère – 450 g;1449;1.7;12.0;3.6;8.1;4.3;11.25;10.0;c;c;54.0;Non;0;https://world.openfoodfacts.org/product/3760049799248/sliced-brioche-with-skyr-la-boulangere
Muesli Bio Croustillant Amande Vanille – Charles Vignon – 375 g;1920;1.7;16.0;0.04;9.2;5.7;7.0;4.0;c;a;87.0;Oui;0;https://world.openfoodfacts.org/product/3111902100037/muesli-bio-croustillant-amande-vanille-charles-vignon
Pain de mie sandwich complet 825g – U – 825 g;1128;1.0;4.3;4.0;8.5;6.9;9.775;1.0;b;a;79.0;Non;3;https://world.openfoodfacts.org/product/3256222646916/pain-de-mie-sandwich-complet-825g-u
Petits pains grilles – Carrefour – 225 g;1719;0.7;8.6;4.0;9.5;3.5;1.875;10.0;c;a;91.0;Non;1;https://world.openfoodfacts.org/product/3270190007418/toasted-bread-rolls-carrefour
Graines de chia – Happy Bio – 250 g;1494;3.3;1.6;0.16;18.0;35.0;0.0;-10.0;a;c;49.0;Oui;0;https://world.openfoodfacts.org/product/3273120027364/graines-de-chia-happy-bio
Stylesse Nature – Carrefour – 500 g;1604;0.2;13.0;3.16;8.7;5.3;0.0;4.0;c;e;29.0;Non;0;https://world.openfoodfacts.org/product/3560071013196/stylesse-nature-carrefour
Flocons d'Avoine – Bio Village,Marque Repère – 500 g;1566;1.3;0.7;0.08;14.0;10.0;0.0;-5.0;a;a;96.0;Oui;0;https://world.openfoodfacts.org/product/3564707116169/flocons-d-avoine-bio-village
Muesli crunchy frutos secos – Hacendado – 500 g;1921;2.0;22.0;2.0;8.0;6.0;0.0;11.0;d;b;67.0;Non;0;https://world.openfoodfacts.org/product/8480000093578/muesli-crunchy-frutos-secos-hacendado
Couscous moyen Golden sun – Golden sun – 1000;1477;0.4;2.1;0.0;12.0;4.2;0.0;-2.0;a;a;87.0;Non;0;https://world.openfoodfacts.org/product/4056489362692/couscous-moyen-golden-sun
HERTA TARTE EN OR Pâte Feuilletée Rectangulaire 230g – HERTA, Tarte en or – 230 g;1602;9.2;1.9;4.8;6.5;1.4;6.06875;18.0;d;d;34.0;Non;0;https://world.openfoodfacts.org/product/3154230600244/herta-tarte-en-or-pate-feuilletee-rectangulaire-230g
Chips saveur miel moutarde – Brets – 125 g;2177;2.6;4.4;5.6000000000000005;6.3;4.8;0.0;13.0;d;a;78.0;Non;0;https://world.openfoodfacts.org/product/3497917003151/chips-miel-moutarde-brets
Pain de mie 100% mie harrys epaisse nature 500g – Harrys – 500 g;1125;0.4;7.7;4.4;7.0;3.8;4.40000000000003;7.0;c;a;83.0;Non;0;https://world.openfoodfacts.org/product/3228857001835/pain-de-mie-100-mie-harrys-epaisse-nature-500g
Fibra sticks – Hacendado – 500g;1432;0.6;10.0;3.52;16.0;33.0;0.440000000000026;3.0;c;a;83.0;Non;0;https://world.openfoodfacts.org/product/8480000602367/fibra-sticks-hacendado
Pâte Feuilletée Beurre Frais – Croustipate – 280g;1497;12.0;2.5;3.4000000000000004;5.6;1.3;0.425;18.0;d;c;49.0;Non;1;https://world.openfoodfacts.org/product/3392590205383/pate-feuilletee-beurre-frais-croustipate
Crusti Choc – Fin Carré – 100g;2149;15.9;50.2;1.6800000000000002;6.5;1.8;0.0537109375;32.0;e;c;48.0;Non;1;https://world.openfoodfacts.org/product/20488703/crusti-choc-fin-carre
Hamburger Géant Nature X 4 – Jacquet – 330 g;1153;0.5;5.4;4.0;9.8;3.8;4.25000000000001;3.0;c;a;80.0;Non;1;https://world.openfoodfacts.org/product/3029330066484/hamburger-geant-nature-x-4-jacquet
